Year,Region,Race or Ethnicity,Sex,Age Group,Firearm Deaths,Alcohol-Related Deaths,Suicide Deaths
2014,NYC,White Non Hispanic,F,75-84,0,36,5
2014,NYC,White Non Hispanic,M,75-84,2,42,8
2014,NYC,White Non Hispanic,F,85+,0,12,5
2014,NYC,White Non Hispanic,M,85+,2,12,6
2014,NYC,White Non Hispanic,F,<1,0,0,0
2014,NYC,White Non Hispanic,M,<1,0,0,0
2014,NYC,White Non Hispanic,F,Total,5,183,78
2014,NYC,White Non Hispanic,M,Total,39,481,185
2014,ROS,Black Non Hispanic,F,1-9,0,0,0
2014,ROS,Black Non Hispanic,M,1-9,0,0,1
2014,ROS,Black Non Hispanic,F,10-19,1,0,1
2014,ROS,Black Non Hispanic,M,10-19,12,0,0
2014,ROS,Black Non Hispanic,F,20-24,3,1,0
2014,ROS,Black Non Hispanic,M,20-24,36,1,10
2014,ROS,Black Non Hispanic,F,25-34,4,1,2
2014,ROS,Black Non Hispanic,M,25-34,40,6,4
2014,ROS,Black Non Hispanic,F,35-44,0,4,3
2014,ROS,Black Non Hispanic,M,35-44,14,14,5
2014,ROS,Black Non Hispanic,F,45-54,0,14,3
2014,ROS,Black Non Hispanic,M,45-54,7,42,7
2014,ROS,Black Non Hispanic,F,55-64,0,28,1
2014,ROS,Black Non Hispanic,M,55-64,1,50,4
2014,ROS,Black Non Hispanic,F,65-74,0,10,0
2014,ROS,Black Non Hispanic,M,65-74,3,32,3
2014,ROS,Black Non Hispanic,F,75-84,0,4,0
2014,ROS,Black Non Hispanic,M,75-84,1,8,1
2014,ROS,Black Non Hispanic,F,85+,0,3,0
2014,ROS,Black Non Hispanic,M,85+,0,1,0
2014,ROS,Black Non Hispanic,F,<1,0,0,0
2014,ROS,Black Non Hispanic,M,<1,0,0,0
2014,ROS,Black Non Hispanic,F,Total,8,65,10
2014,ROS,Black Non Hispanic,M,Total,114,154,35
2014,ROS,Hispanic,F,1-9,0,0,0
2014,ROS,Hispanic,M,1-9,0,0,0
2014,ROS,Hispanic,F,10-19,1,0,1
2014,ROS,Hispanic,M,10-19,1,0,4
2014,ROS,Hispanic,F,20-24,1,2,1
2014,ROS,Hispanic,M,20-24,4,0,8
2014,ROS,Hispanic,F,25-34,1,4,3
2014,ROS,Hispanic,M,25-34,11,7,8
2014,ROS,Hispanic,F,35-44,0,3,4
2014,ROS,Hispanic,M,35-44,4,20,9
2014,ROS,Hispanic,F,45-54,0,12,5
2014,ROS,Hispanic,M,45-54,2,38,5
2014,ROS,Hispanic,F,55-64,0,6,2
2014,ROS,Hispanic,M,55-64,0,40,1
2014,ROS,Hispanic,F,65-74,0,11,1
2014,ROS,Hispanic,M,65-74,1,27,4
2014,ROS,Hispanic,F,75-84,0,6,0
2014,ROS,Hispanic,M,75-84,1,6,2
2014,ROS,Hispanic,F,85+,0,5,0
2014,ROS,Hispanic,M,85+,0,1,0
2014,ROS,Hispanic,F,<1,0,0,0
2014,ROS,Hispanic,M,<1,0,0,0
2014,ROS,Hispanic,F,Total,3,49,17
2014,ROS,Hispanic,M,Total,24,139,41
2014,ROS,Not Stated,M,1-9,0,0,0
2014,ROS,Not Stated,F,10-19,0,0,0
2014,ROS,Not Stated,M,10-19,1,0,1
2014,ROS,Not Stated,M,20-24,0,0,0
2014,ROS,Not Stated,F,25-34,0,0,0
2014,ROS,Not Stated,M,25-34,2,1,1
2014,ROS,Not Stated,F,35-44,0,0,0
2014,ROS,Not Stated,M,35-44,1,0,1
2014,ROS,Not Stated,F,45-54,0,0,0
2014,ROS,Not Stated,M,45-54,0,2,1
2014,ROS,Not Stated,F,55-64,0,0,0
2014,ROS,Not Stated,M,55-64,0,0,1
2014,ROS,Not Stated,F,65-74,0,0,0
2014,ROS,Not Stated,M,65-74,0,1,0
2014,ROS,Not Stated,F,75-84,0,1,0
2014,ROS,Not Stated,M,75-84,0,1,0
2014,ROS,Not Stated,F,85+,0,0,0
2014,ROS,Not Stated,M,85+,0,0,0
2014,ROS,Not Stated,F,<1,0,0,0
2014,ROS,Not Stated,M,<1,0,0,0
2014,ROS,Not Stated,F,Total,0,1,0
2014,ROS,Not Stated,M,Total,4,5,5
2014,ROS,Other Non Hispanic,F,1-9,0,0,0
2014,ROS,Other Non Hispanic,M,1-9,0,0,0
2014,ROS,Other Non Hispanic,F,10-19,0,0,0
2014,ROS,Other Non Hispanic,M,10-19,0,0,1
2014,ROS,Other Non Hispanic,F,20-24,0,0,2
2014,ROS,Other Non Hispanic,M,20-24,2,0,4
2014,ROS,Other Non Hispanic,F,25-34,0,1,3
2014,ROS,Other Non Hispanic,M,25-34,1,4,2
2014,ROS,Other Non Hispanic,F,35-44,0,1,3
2014,ROS,Other Non Hispanic,M,35-44,1,1,3
2014,ROS,Other Non Hispanic,F,45-54,0,4,1
2014,ROS,Other Non Hispanic,M,45-54,1,6,4
2014,ROS,Other Non Hispanic,F,55-64,0,0,0
2014,ROS,Other Non Hispanic,M,55-64,1,14,3
2014,ROS,Other Non Hispanic,F,65-74,0,3,1
2014,ROS,Other Non Hispanic,M,65-74,1,5,0
2014,ROS,Other Non Hispanic,F,75-84,0,3,0
2014,ROS,Other Non Hispanic,M,75-84,0,1,0
2014,ROS,Other Non Hispanic,F,85+,0,1,0
2014,ROS,Other Non Hispanic,M,85+,0,0,0
2014,ROS,Other Non Hispanic,F,<1,0,0,0
2014,ROS,Other Non Hispanic,M,<1,0,0,0
2014,ROS,Other Non Hispanic,F,Total,0,13,10
2014,ROS,Other Non Hispanic,M,Total,7,31,17
2014,ROS,White Non Hispanic,F,1-9,0,0,0
2014,ROS,White Non Hispanic,M,1-9,0,1,0
2014,ROS,White Non Hispanic,F,10-19,0,3,13
2014,ROS,White Non Hispanic,M,10-19,12,0,35
2014,ROS,White Non Hispanic,F,20-24,3,3,9
2014,ROS,White Non Hispanic,M,20-24,28,16,59
2014,ROS,White Non Hispanic,F,25-34,9,23,32
2014,ROS,White Non Hispanic,M,25-34,39,45,103
2014,ROS,White Non Hispanic,F,35-44,4,39,39
2014,ROS,White Non Hispanic,M,35-44,43,84,95
2014,ROS,White Non Hispanic,F,45-54,14,132,65
2014,ROS,White Non Hispanic,M,45-54,90,319,193
2014,ROS,White Non Hispanic,F,55-64,9,177,47
2014,ROS,White Non Hispanic,M,55-64,85,517,148
2014,ROS,White Non Hispanic,F,65-74,6,131,19
2014,ROS,White Non Hispanic,M,65-74,51,310,82
2014,ROS,White Non Hispanic,F,75-84,1,92,7
2014,ROS,White Non Hispanic,M,75-84,23,165,33
2014,ROS,White Non Hispanic,F,85+,2,57,6
2014,ROS,White Non Hispanic,M,85+,16,56,23
2014,ROS,White Non Hispanic,F,<1,0,0,0
2014,ROS,White Non Hispanic,M,<1,0,0,0
2014,ROS,White Non Hispanic,F,Total,48,657,237
2014,ROS,White Non Hispanic,M,Total,387,1513,771
2015,NYC,Black Non Hispanic,F,1-9,1,0,0
2015,NYC,Black Non Hispanic,M,1-9,0,0,0
2015,NYC,Black Non Hispanic,F,10-19,2,0,1
2015,NYC,Black Non Hispanic,M,10-19,18,0,4
2015,NYC,Black Non Hispanic,F,20-24,0,0,3
2015,NYC,Black Non Hispanic,M,20-24,34,0,9
2015,NYC,Black Non Hispanic,F,25-34,4,10,5
2015,NYC,Black Non Hispanic,M,25-34,65,4,20
2015,NYC,Black Non Hispanic,F,35-44,2,9,4
2015,NYC,Black Non Hispanic,M,35-44,29,20,6
2015,NYC,Black Non Hispanic,F,45-54,0,34,8
2015,NYC,Black Non Hispanic,M,45-54,17,73,16
2015,NYC,Black Non Hispanic,F,55-64,2,58,2
2015,NYC,Black Non Hispanic,M,55-64,1,142,4
2015,NYC,Black Non Hispanic,F,65-74,1,38,0
2015,NYC,Black Non Hispanic,M,65-74,1,73,2
2015,NYC,Black Non Hispanic,F,75-84,0,9,1
2015,NYC,Black Non Hispanic,M,75-84,2,30,2
2015,NYC,Black Non Hispanic,F,85+,0,7,0
2015,NYC,Black Non Hispanic,M,85+,0,5,0
2015,NYC,Black Non Hispanic,F,<1,0,0,0
2015,NYC,Black Non Hispanic,M,<1,0,0,0
2015,NYC,Black Non Hispanic,F,Total,12,165,24
2015,NYC,Black Non Hispanic,M,Total,167,347,63
2015,NYC,Hispanic,F,1-9,0,0,0
2015,NYC,Hispanic,M,1-9,0,0,0
2015,NYC,Hispanic,F,10-19,0,0,2
2015,NYC,Hispanic,M,10-19,6,1,3
2015,NYC,Hispanic,F,20-24,3,1,2
2015,NYC,Hispanic,M,20-24,22,7,17
2015,NYC,Hispanic,F,25-34,3,8,6
2015,NYC,Hispanic,M,25-34,13,38,13
2015,NYC,Hispanic,F,35-44,1,13,4
2015,NYC,Hispanic,M,35-44,14,60,10
2015,NYC,Hispanic,F,45-54,0,21,8
2015,NYC,Hispanic,M,45-54,10,125,14
2015,NYC,Hispanic,F,55-64,0,58,1
2015,NYC,Hispanic,M,55-64,1,136,8
2015,NYC,Hispanic,F,65-74,0,33,4
2015,NYC,Hispanic,M,65-74,0,106,7
2015,NYC,Hispanic,F,75-84,0,18,2
2015,NYC,Hispanic,M,75-84,0,45,3
2015,NYC,Hispanic,F,85+,0,9,0
2015,NYC,Hispanic,M,85+,0,10,1
2015,NYC,Hispanic,F,<1,0,1,0
2015,NYC,Hispanic,M,<1,0,0,0
2015,NYC,Hispanic,F,Total,7,162,29
2015,NYC,Hispanic,M,Total,66,528,76
2015,NYC,Not Stated,M,1-9,0,0,0
2015,NYC,Not Stated,M,10-19,0,0,0
2015,NYC,Not Stated,F,20-24,0,0,0
2015,NYC,Not Stated,M,20-24,1,0,1
2015,NYC,Not Stated,F,25-34,1,2,0
2015,NYC,Not Stated,M,25-34,3,0,1
2015,NYC,Not Stated,F,35-44,0,0,0
2015,NYC,Not Stated,M,35-44,0,4,1
2015,NYC,Not Stated,F,45-54,0,3,1
2015,NYC,Not Stated,M,45-54,0,14,1
2015,NYC,Not Stated,F,55-64,0,4,0
2015,NYC,Not Stated,M,55-64,0,17,0
2015,NYC,Not Stated,F,65-74,0,3,0
2015,NYC,Not Stated,M,65-74,0,10,1
2015,NYC,Not Stated,F,75-84,0,1,0
2015,NYC,Not Stated,M,75-84,0,2,0
2015,NYC,Not Stated,F,85+,0,0,0
2015,NYC,Not Stated,M,85+,0,1,0
2015,NYC,Not Stated,F,<1,0,0,0
2015,NYC,Not Stated,M,<1,0,0,0
2015,NYC,Not Stated,F,Total,1,13,1
2015,NYC,Not Stated,M,Total,4,48,5
2015,NYC,Other Non Hispanic,F,1-9,0,0,0
2015,NYC,Other Non Hispanic,M,1-9,0,0,0
2015,NYC,Other Non Hispanic,F,10-19,0,0,0
2015,NYC,Other Non Hispanic,M,10-19,2,0,2
2015,NYC,Other Non Hispanic,F,20-24,0,1,4
2015,NYC,Other Non Hispanic,M,20-24,0,0,5
2015,NYC,Other Non Hispanic,F,25-34,0,1,5
2015,NYC,Other Non Hispanic,M,25-34,4,5,14
2015,NYC,Other Non Hispanic,F,35-44,0,1,8
2015,NYC,Other Non Hispanic,M,35-44,0,6,1
2015,NYC,Other Non Hispanic,F,45-54,0,4,6
2015,NYC,Other Non Hispanic,M,45-54,0,20,2
2015,NYC,Other Non Hispanic,F,55-64,0,5,3
2015,NYC,Other Non Hispanic,M,55-64,0,27,3
2015,NYC,Other Non Hispanic,F,65-74,0,5,1
2015,NYC,Other Non Hispanic,M,65-74,2,11,3
2015,NYC,Other Non Hispanic,F,75-84,0,9,6
2015,NYC,Other Non Hispanic,M,75-84,0,7,3
2015,NYC,Other Non Hispanic,F,85+,0,3,1
2015,NYC,Other Non Hispanic,M,85+,0,3,1
2015,NYC,Other Non Hispanic,F,<1,0,0,0
2015,NYC,Other Non Hispanic,M,<1,0,0,0
2015,NYC,Other Non Hispanic,F,Total,0,29,34
2015,NYC,Other Non Hispanic,M,Total,8,79,34
2015,NYC,White Non Hispanic,F,1-9,0,0,0
2015,NYC,White Non Hispanic,M,1-9,0,0,0
2015,NYC,White Non Hispanic,F,10-19,0,2,0
2015,NYC,White Non Hispanic,M,10-19,0,0,0
2015,NYC,White Non Hispanic,F,20-24,0,1,3
2015,NYC,White Non Hispanic,M,20-24,0,5,3
2015,NYC,White Non Hispanic,F,25-34,0,7,8
2015,NYC,White Non Hispanic,M,25-34,5,11,17
2015,NYC,White Non Hispanic,F,35-44,2,14,15
2015,NYC,White Non Hispanic,M,35-44,5,53,26
2015,NYC,White Non Hispanic,F,45-54,1,22,19
2015,NYC,White Non Hispanic,M,45-54,6,119,38
2015,NYC,White Non Hispanic,F,55-64,0,41,20
2015,NYC,White Non Hispanic,M,55-64,7,164,42
2015,NYC,White Non Hispanic,F,65-74,1,36,16
2015,NYC,White Non Hispanic,M,65-74,10,90,27
2015,NYC,White Non Hispanic,F,75-84,0,27,3
2015,NYC,White Non Hispanic,M,75-84,1,45,17
2015,NYC,White Non Hispanic,F,85+,0,14,3
2015,NYC,White Non Hispanic,M,85+,0,18,2
2015,NYC,White Non Hispanic,F,<1,0,0,0
2015,NYC,White Non Hispanic,M,<1,0,0,0
2015,NYC,White Non Hispanic,F,Total,4,164,87
2015,NYC,White Non Hispanic,M,Total,34,505,172
2015,ROS,Black Non Hispanic,F,1-9,1,0,0
2015,ROS,Black Non Hispanic,M,1-9,0,0,0
2015,ROS,Black Non Hispanic,F,10-19,2,0,1
2015,ROS,Black Non Hispanic,M,10-19,22,0,1
2015,ROS,Black Non Hispanic,F,20-24,0,1,1
2015,ROS,Black Non Hispanic,M,20-24,24,0,7
2015,ROS,Black Non Hispanic,F,25-34,0,6,2
2015,ROS,Black Non Hispanic,M,25-34,43,7,10
2015,ROS,Black Non Hispanic,F,35-44,1,8,0
2015,ROS,Black Non Hispanic,M,35-44,17,11,12
2015,ROS,Black Non Hispanic,F,45-54,1,18,1
2015,ROS,Black Non Hispanic,M,45-54,4,34,7
2015,ROS,Black Non Hispanic,F,55-64,0,14,2
2015,ROS,Black Non Hispanic,M,55-64,3,34,3
2015,ROS,Black Non Hispanic,F,65-74,0,13,1
2015,ROS,Black Non Hispanic,M,65-74,3,27,2
2015,ROS,Black Non Hispanic,F,75-84,0,7,0
2015,ROS,Black Non Hispanic,M,75-84,0,11,0
2015,ROS,Black Non Hispanic,F,85+,0,1,0
2015,ROS,Black Non Hispanic,M,85+,1,3,1
2015,ROS,Black Non Hispanic,F,<1,0,0,0
2015,ROS,Black Non Hispanic,M,<1,0,0,0
2015,ROS,Black Non Hispanic,F,Total,5,68,8
2015,ROS,Black Non Hispanic,M,Total,117,127,43
2015,ROS,Hispanic,F,1-9,0,0,0
2015,ROS,Hispanic,M,1-9,0,0,0
2015,ROS,Hispanic,F,10-19,0,1,3
2015,ROS,Hispanic,M,10-19,1,1,2
2015,ROS,Hispanic,F,20-24,2,0,3
2015,ROS,Hispanic,M,20-24,6,1,4
2015,ROS,Hispanic,F,25-34,1,1,1
2015,ROS,Hispanic,M,25-34,9,13,10
2015,ROS,Hispanic,F,35-44,0,5,0
2015,ROS,Hispanic,M,35-44,2,19,5
2015,ROS,Hispanic,F,45-54,0,5,2
2015,ROS,Hispanic,M,45-54,0,32,4
2015,ROS,Hispanic,F,55-64,0,12,0
2015,ROS,Hispanic,M,55-64,2,27,7
2015,ROS,Hispanic,F,65-74,0,7,0
2015,ROS,Hispanic,M,65-74,1,16,2
2015,ROS,Hispanic,F,75-84,0,4,0
2015,ROS,Hispanic,M,75-84,1,8,2
2015,ROS,Hispanic,F,85+,0,1,0
2015,ROS,Hispanic,M,85+,0,2,0
2015,ROS,Hispanic,F,<1,0,0,0
2015,ROS,Hispanic,M,<1,0,0,0
2015,ROS,Hispanic,F,Total,3,36,9
2015,ROS,Hispanic,M,Total,22,119,36
2015,ROS,Not Stated,F,1-9,0,0,0
2015,ROS,Not Stated,M,1-9,0,0,0
2015,ROS,Not Stated,F,10-19,0,0,0
2015,ROS,Not Stated,M,10-19,0,0,1
2015,ROS,Not Stated,M,20-24,0,0,0
2015,ROS,Not Stated,F,25-34,0,0,0
2015,ROS,Not Stated,M,25-34,1,0,2
2015,ROS,Not Stated,F,35-44,0,1,2
2015,ROS,Not Stated,M,35-44,2,0,1
2015,ROS,Not Stated,F,45-54,0,3,1
2015,ROS,Not Stated,M,45-54,1,7,0
2015,ROS,Not Stated,F,55-64,0,2,2
2015,ROS,Not Stated,M,55-64,1,6,0
2015,ROS,Not Stated,F,65-74,0,1,0
2015,ROS,Not Stated,M,65-74,0,3,1
2015,ROS,Not Stated,F,75-84,0,0,0
2015,ROS,Not Stated,M,75-84,0,0,0
2015,ROS,Not Stated,F,85+,0,0,0
2015,ROS,Not Stated,M,85+,0,0,0
2015,ROS,Not Stated,F,<1,0,0,0
2015,ROS,Not Stated,M,<1,0,0,0
2015,ROS,Not Stated,F,Total,0,7,5
2015,ROS,Not Stated,M,Total,5,16,5
2015,ROS,Other Non Hispanic,F,1-9,0,0,0
2015,ROS,Other Non Hispanic,M,1-9,0,0,0
2015,ROS,Other Non Hispanic,F,10-19,0,0,0
2015,ROS,Other Non Hispanic,M,10-19,0,0,1
2015,ROS,Other Non Hispanic,F,20-24,0,0,1
2015,ROS,Other Non Hispanic,M,20-24,2,0,5
2015,ROS,Other Non Hispanic,F,25-34,0,1,2
2015,ROS,Other Non Hispanic,M,25-34,1,0,1
2015,ROS,Other Non Hispanic,F,35-44,0,2,1
2015,ROS,Other Non Hispanic,M,35-44,0,3,2
2015,ROS,Other Non Hispanic,F,45-54,0,2,0
2015,ROS,Other Non Hispanic,M,45-54,2,12,5
2015,ROS,Other Non Hispanic,F,55-64,0,1,5
2015,ROS,Other Non Hispanic,M,55-64,0,5,4
2015,ROS,Other Non Hispanic,F,65-74,0,3,0
2015,ROS,Other Non Hispanic,M,65-74,0,7,2
2015,ROS,Other Non Hispanic,F,75-84,0,3,0
2015,ROS,Other Non Hispanic,M,75-84,0,1,0
2015,ROS,Other Non Hispanic,F,85+,0,1,0
2015,ROS,Other Non Hispanic,M,85+,0,0,0
2015,ROS,Other Non Hispanic,F,<1,0,0,0
2015,ROS,Other Non Hispanic,M,<1,0,0,0
2015,ROS,Other Non Hispanic,F,Total,0,13,9
2015,ROS,Other Non Hispanic,M,Total,5,28,20
2015,ROS,White Non Hispanic,F,1-9,0,0,0
2015,ROS,White Non Hispanic,M,1-9,0,0,0
2015,ROS,White Non Hispanic,F,10-19,3,1,11
2015,ROS,White Non Hispanic,M,10-19,14,4,36
2015,ROS,White Non Hispanic,F,20-24,2,3,14
2015,ROS,White Non Hispanic,M,20-24,18,19,42
2015,ROS,White Non Hispanic,F,25-34,6,23,28
2015,ROS,White Non Hispanic,M,25-34,38,64,98
2015,ROS,White Non Hispanic,F,35-44,5,42,36
2015,ROS,White Non Hispanic,M,35-44,44,124,115
2015,ROS,White Non Hispanic,F,45-54,9,142,67
2015,ROS,White Non Hispanic,M,45-54,69,305,162
2015,ROS,White Non Hispanic,F,55-64,9,177,51
2015,ROS,White Non Hispanic,M,55-64,74,522,159
2015,ROS,White Non Hispanic,F,65-74,5,129,22
2015,ROS,White Non Hispanic,M,65-74,52,323,84
2015,ROS,White Non Hispanic,F,75-84,3,115,10
2015,ROS,White Non Hispanic,M,75-84,26,169,43
2015,ROS,White Non Hispanic,F,85+,1,45,6
2015,ROS,White Non Hispanic,M,85+,15,57,24
2015,ROS,White Non Hispanic,F,<1,0,0,0
2015,ROS,White Non Hispanic,M,<1,1,0,0
2015,ROS,White Non Hispanic,F,Total,43,677,245
2015,ROS,White Non Hispanic,M,Total,351,1587,763
2016,NYC,Black Non Hispanic,F,1-9,0,0,0
2016,NYC,Black Non Hispanic,M,1-9,0,0,0
2016,NYC,Black Non Hispanic,F,10-19,1,1,1
2016,NYC,Black Non Hispanic,M,10-19,9,0,1
2016,NYC,Black Non Hispanic,F,20-24,2,2,6
2016,NYC,Black Non Hispanic,M,20-24,45,1,8
2016,NYC,Black Non Hispanic,F,25-34,6,10,5
2016,NYC,Black Non Hispanic,M,25-34,55,10,15
2016,NYC,Black Non Hispanic,F,35-44,1,19,4
2016,NYC,Black Non Hispanic,M,35-44,29,20,9
2016,NYC,Black Non Hispanic,F,45-54,1,26,2
2016,NYC,Black Non Hispanic,M,45-54,15,70,15
2016,NYC,Black Non Hispanic,F,55-64,1,68,4
2016,NYC,Black Non Hispanic,M,55-64,4,123,8
2016,NYC,Black Non Hispanic,F,65-74,0,31,2
2016,NYC,Black Non Hispanic,M,65-74,1,71,2
2016,NYC,Black Non Hispanic,F,75-84,0,10,0
2016,NYC,Black Non Hispanic,M,75-84,1,20,1
2016,NYC,Black Non Hispanic,F,85+,0,3,0
2016,NYC,Black Non Hispanic,M,85+,0,2,0
2016,NYC,Black Non Hispanic,F,<1,0,1,0
2016,NYC,Black Non Hispanic,M,<1,0,0,0
2016,NYC,Black Non Hispanic,F,Total,12,171,24
2016,NYC,Black Non Hispanic,M,Total,159,317,59
2016,NYC,Hispanic,F,1-9,0,0,0
2016,NYC,Hispanic,M,1-9,0,0,0
2016,NYC,Hispanic,F,10-19,0,0,3
2016,NYC,Hispanic,M,10-19,6,0,5
2016,NYC,Hispanic,F,20-24,1,2,2
2016,NYC,Hispanic,M,20-24,11,4,8
2016,NYC,Hispanic,F,25-34,0,8,3
2016,NYC,Hispanic,M,25-34,16,50,23
2016,NYC,Hispanic,F,35-44,3,12,6
2016,NYC,Hispanic,M,35-44,10,68,16
2016,NYC,Hispanic,F,45-54,3,29,2
2016,NYC,Hispanic,M,45-54,2,118,9
2016,NYC,Hispanic,F,55-64,0,43,4
2016,NYC,Hispanic,M,55-64,0,152,8
2016,NYC,Hispanic,F,65-74,0,32,1
2016,NYC,Hispanic,M,65-74,0,84,4
2016,NYC,Hispanic,F,75-84,0,25,1
2016,NYC,Hispanic,M,75-84,0,36,1
2016,NYC,Hispanic,F,85+,0,14,0
2016,NYC,Hispanic,M,85+,0,6,2
2016,NYC,Hispanic,F,<1,0,0,0
2016,NYC,Hispanic,M,<1,0,0,0
2016,NYC,Hispanic,F,Total,7,165,22
2016,NYC,Hispanic,M,Total,45,518,76
2016,NYC,Not Stated,F,1-9,0,0,0
2016,NYC,Not Stated,M,1-9,0,0,0
2016,NYC,Not Stated,F,10-19,0,0,0
2016,NYC,Not Stated,M,10-19,0,0,0
2016,NYC,Not Stated,F,20-24,0,0,1
2016,NYC,Not Stated,M,20-24,2,2,0
2016,NYC,Not Stated,F,25-34,0,0,1
2016,NYC,Not Stated,M,25-34,1,2,0
2016,NYC,Not Stated,F,35-44,0,1,0
2016,NYC,Not Stated,M,35-44,1,2,3
2016,NYC,Not Stated,F,45-54,0,4,2
2016,NYC,Not Stated,M,45-54,0,10,2
2016,NYC,Not Stated,F,55-64,0,7,2
2016,NYC,Not Stated,M,55-64,0,18,0
2016,NYC,Not Stated,F,65-74,0,1,0
2016,NYC,Not Stated,M,65-74,0,8,1
2016,NYC,Not Stated,F,75-84,0,1,0
2016,NYC,Not Stated,M,75-84,0,3,0
2016,NYC,Not Stated,F,85+,0,0,0
2016,NYC,Not Stated,M,85+,0,0,0
2016,NYC,Not Stated,F,<1,0,1,0
2016,NYC,Not Stated,M,<1,0,0,0
2016,NYC,Not Stated,F,Total,0,15,6
2016,NYC,Not Stated,M,Total,4,45,6
2016,NYC,Other Non Hispanic,F,1-9,0,0,0
2016,NYC,Other Non Hispanic,M,1-9,0,0,0
2016,NYC,Other Non Hispanic,F,10-19,0,0,0
2016,NYC,Other Non Hispanic,M,10-19,1,0,1
2016,NYC,Other Non Hispanic,F,20-24,0,0,3
2016,NYC,Other Non Hispanic,M,20-24,0,5,7
2016,NYC,Other Non Hispanic,F,25-34,0,0,6
2016,NYC,Other Non Hispanic,M,25-34,0,5,4
2016,NYC,Other Non Hispanic,F,35-44,0,2,2
2016,NYC,Other Non Hispanic,M,35-44,1,16,7
2016,NYC,Other Non Hispanic,F,45-54,0,6,10
2016,NYC,Other Non Hispanic,M,45-54,0,15,4
2016,NYC,Other Non Hispanic,F,55-64,0,3,4
2016,NYC,Other Non Hispanic,M,55-64,2,17,5
2016,NYC,Other Non Hispanic,F,65-74,0,5,1
2016,NYC,Other Non Hispanic,M,65-74,0,14,4
2016,NYC,Other Non Hispanic,F,75-84,0,7,3
2016,NYC,Other Non Hispanic,M,75-84,0,8,2
2016,NYC,Other Non Hispanic,F,85+,0,4,1
2016,NYC,Other Non Hispanic,M,85+,0,4,1
2016,NYC,Other Non Hispanic,F,<1,0,0,0
2016,NYC,Other Non Hispanic,M,<1,0,0,0
2016,NYC,Other Non Hispanic,F,Total,0,27,30
2016,NYC,Other Non Hispanic,M,Total,4,84,35
2016,NYC,White Non Hispanic,F,1-9,0,0,0
2016,NYC,White Non Hispanic,M,1-9,0,0,0
2016,NYC,White Non Hispanic,F,10-19,0,0,3
2016,NYC,White Non Hispanic,M,10-19,0,0,4
2016,NYC,White Non Hispanic,F,20-24,1,0,5
2016,NYC,White Non Hispanic,M,20-24,3,7,5
2016,NYC,White Non Hispanic,F,25-34,4,9,16
2016,NYC,White Non Hispanic,M,25-34,3,30,17
2016,NYC,White Non Hispanic,F,35-44,1,12,14
2016,NYC,White Non Hispanic,M,35-44,7,49,29
2016,NYC,White Non Hispanic,F,45-54,1,31,13
2016,NYC,White Non Hispanic,M,45-54,3,142,32
2016,NYC,White Non Hispanic,F,55-64,0,35,14
2016,NYC,White Non Hispanic,M,55-64,4,149,45
2016,NYC,White Non Hispanic,F,65-74,3,31,12
2016,NYC,White Non Hispanic,M,65-74,4,109,20
2016,NYC,White Non Hispanic,F,75-84,0,24,8
2016,NYC,White Non Hispanic,M,75-84,6,45,13
2016,NYC,White Non Hispanic,F,85+,1,16,2
2016,NYC,White Non Hispanic,M,85+,1,11,6
2016,NYC,White Non Hispanic,F,<1,0,0,0
2016,NYC,White Non Hispanic,M,<1,0,0,0
2016,NYC,White Non Hispanic,F,Total,11,158,87
2016,NYC,White Non Hispanic,M,Total,31,542,171
2016,ROS,Black Non Hispanic,F,1-9,0,0,0
2016,ROS,Black Non Hispanic,M,1-9,0,0,2
2016,ROS,Black Non Hispanic,F,10-19,5,0,2
2016,ROS,Black Non Hispanic,M,10-19,14,0,3
2016,ROS,Black Non Hispanic,F,20-24,0,0,1
2016,ROS,Black Non Hispanic,M,20-24,30,3,11
2016,ROS,Black Non Hispanic,F,25-34,5,5,5
2016,ROS,Black Non Hispanic,M,25-34,34,12,9
2016,ROS,Black Non Hispanic,F,35-44,1,5,3
2016,ROS,Black Non Hispanic,M,35-44,18,9,11
2016,ROS,Black Non Hispanic,F,45-54,0,13,0
2016,ROS,Black Non Hispanic,M,45-54,10,31,4
2016,ROS,Black Non Hispanic,F,55-64,0,25,0
2016,ROS,Black Non Hispanic,M,55-64,4,55,6
2016,ROS,Black Non Hispanic,F,65-74,0,13,1
2016,ROS,Black Non Hispanic,M,65-74,1,32,2
2016,ROS,Black Non Hispanic,F,75-84,0,3,0
2016,ROS,Black Non Hispanic,M,75-84,1,7,2
2016,ROS,Black Non Hispanic,F,85+,0,0,0
2016,ROS,Black Non Hispanic,M,85+,0,1,0
2016,ROS,Black Non Hispanic,F,<1,0,0,0
2016,ROS,Black Non Hispanic,M,<1,0,0,0
2016,ROS,Black Non Hispanic,F,Total,11,64,12
2016,ROS,Black Non Hispanic,M,Total,112,150,50
2016,ROS,Hispanic,F,1-9,0,0,0
2016,ROS,Hispanic,M,1-9,0,0,0
2016,ROS,Hispanic,F,10-19,0,0,2
2016,ROS,Hispanic,M,10-19,3,0,5
2016,ROS,Hispanic,F,20-24,2,2,3
2016,ROS,Hispanic,M,20-24,3,4,5
2016,ROS,Hispanic,F,25-34,1,3,2
2016,ROS,Hispanic,M,25-34,16,16,9
